City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Accident ID,State Name
"Unknown",2020,"October","Saturday",1899-12-30 22:40:00.000,"Fatal",2,"Truck",6,5,"Stormy","Urban Road","Wet","Dawn","None",110,35,"Male","Valid","No","Curve",2619,"Goa"
"Unknown",2022,"May","Thursday",1899-12-30 19:28:00.000,"Fatal",1,"Pedestrian",5,2,"Stormy","National Highway","Wet","Daylight","Signals",65,30,"Female","Valid","Yes","Bridge",2620,"Himachal Pradesh"
"Unknown",2022,"April","Sunday",1899-12-30 08:08:00.000,"Fatal",5,"Cycle",4,2,"Clear","Village Road","Wet","Daylight","Signals",87,23,"Male","Valid","Yes","Intersection",2634,"Uttarakhand"
"Unknown",2020,"September","Thursday",1899-12-30 10:57:00.000,"Fatal",2,"Pedestrian",3,3,"Foggy","Village Road","Wet","Dark","Signals",113,69,"Male","Valid","No","Intersection",2639,"Chandigarh"
"Unknown",2023,"August","Monday",1899-12-30 23:54:00.000,"Fatal",2,"Cycle",10,1,"Foggy","State Highway","Dry","Daylight","None",94,63,"Female","Valid","Yes","Intersection",2643,"Jammu and Kashmir"
"Unknown",2022,"May","Thursday",1899-12-30 23:01:00.000,"Fatal",5,"Two-Wheeler",5,0,"Hazy","National Highway","Damaged","Dark","None",90,52,"Female","Valid","Yes","Straight Road",2651,"Jharkhand"
"Unknown",2018,"May","Thursday",1899-12-30 19:02:00.000,"Fatal",2,"Car",8,3,"Clear","National Highway","Dry","Dusk","None",115,28,"Female","Valid","Yes","Curve",2652,"Puducherry"
"Unknown",2023,"March","Monday",1899-12-30 16:38:00.000,"Fatal",2,"Bus",5,4,"Stormy","National Highway","Wet","Dusk","None",101,31,"Female","Valid","Yes","Curve",2653,"Telangana"
"Unknown",2023,"September","Tuesday",1899-12-30 12:09:00.000,"Fatal",5,"Truck",9,3,"Clear","Village Road","Under Construction","Dawn","None",90,69,"Female","Valid","Yes","Bridge",2664,"Puducherry"
"Unknown",2021,"September","Saturday",1899-12-30 21:12:00.000,"Fatal",2,"Pedestrian",1,3,"Clear","Urban Road","Dry","Dusk","Police Checkpost",107,53,"Female","Valid","Yes","Curve",2675,"Kerala"
"Unknown",2020,"December","Thursday",1899-12-30 14:51:00.000,"Fatal",4,"Bus",1,5,"Clear","Village Road","Wet","Dark","None",104,20,"Female","Valid","Yes","Curve",2751,"Kerala"
"Unknown",2018,"March","Saturday",1899-12-30 05:27:00.000,"Fatal",1,"Bus",10,1,"Stormy","Urban Road","Wet","Dawn","Police Checkpost",31,30,"Female","Valid","No","Intersection",2752,"Chandigarh"
"Unknown",2020,"April","Friday",1899-12-30 16:03:00.000,"Fatal",2,"Cycle",7,0,"Hazy","National Highway","Wet","Dawn","Police Checkpost",74,67,"Male","Valid","No","Straight Road",2758,"Jammu and Kashmir"
"Unknown",2022,"November","Saturday",1899-12-30 16:27:00.000,"Fatal",3,"Cycle",1,3,"Clear","National Highway","Under Construction","Daylight","Signals",105,50,"Male","Valid","No","Curve",2794,"Manipur"
"Unknown",2018,"December","Wednesday",1899-12-30 23:46:00.000,"Fatal",4,"Cycle",9,5,"Clear","State Highway","Damaged","Dawn","Police Checkpost",104,63,"Male","Valid","No","Intersection",2801,"Nagaland"
"Unknown",2018,"July","Friday",1899-12-30 22:27:00.000,"Fatal",5,"Two-Wheeler",8,0,"Clear","Village Road","Under Construction","Dusk","None",99,46,"Male","Valid","No","Straight Road",2818,"Meghalaya"
"Unknown",2020,"February","Tuesday",1899-12-30 14:05:00.000,"Fatal",4,"Cycle",0,4,"Clear","State Highway","Under Construction","Dawn","Police Checkpost",93,33,"Female","Valid","Yes","Intersection",2849,"Odisha"
"Unknown",2022,"January","Friday",1899-12-30 05:39:00.000,"Fatal",4,"Two-Wheeler",1,2,"Stormy","National Highway","Dry","Dusk","Police Checkpost",69,46,"Male","Valid","No","Curve",2853,"Manipur"
"Unknown",2019,"July","Monday",1899-12-30 16:43:00.000,"Fatal",3,"Truck",2,1,"Hazy","State Highway","Wet","Dusk","Police Checkpost",59,64,"Female","Valid","No","Curve",2874,"Tripura"
"Unknown",2020,"February","Saturday",1899-12-30 19:00:00.000,"Fatal",2,"Two-Wheeler",5,2,"Clear","Urban Road","Dry","Dawn","Police Checkpost",53,44,"Male","Valid","No","Bridge",2885,"Tripura"
"Unknown",2019,"May","Friday",1899-12-30 17:56:00.000,"Fatal",3,"Two-Wheeler",7,1,"Clear","Urban Road","Under Construction","Dusk","Police Checkpost",89,19,"Male","Valid","Yes","Bridge",2893,"Arunachal Pradesh"
"Unknown",2022,"February","Monday",1899-12-30 17:45:00.000,"Fatal",5,"Two-Wheeler",10,1,"Rainy","National Highway","Damaged","Dark","Police Checkpost",56,45,"Male","Valid","No","Curve",2900,"Uttarakhand"
"Unknown",2019,"June","Wednesday",1899-12-30 20:27:00.000,"Fatal",3,"Cycle",2,5,"Hazy","State Highway","Dry","Dark","Police Checkpost",41,31,"Female","Valid","Yes","Curve",2913,"Haryana"
"Unknown",2018,"October","Wednesday",1899-12-30 03:42:00.000,"Fatal",1,"Pedestrian",8,2,"Stormy","Urban Road","Under Construction","Dark","Police Checkpost",67,60,"Male","Valid","Yes","Straight Road",2915,"Madhya Pradesh"
"Unknown",2019,"April","Wednesday",1899-12-30 08:09:00.000,"Fatal",1,"Auto-Rickshaw",3,0,"Rainy","National Highway","Dry","Dark","Police Checkpost",38,60,"Female","Valid","No","Curve",2921,"Sikkim"
"Unknown",2023,"January","Monday",1899-12-30 05:05:00.000,"Fatal",5,"Two-Wheeler",5,1,"Stormy","State Highway","Under Construction","Dusk","None",108,33,"Female","Valid","Yes","Intersection",2933,"Jharkhand"
"Unknown",2021,"April","Sunday",1899-12-30 04:19:00.000,"Fatal",2,"Cycle",5,0,"Rainy","Urban Road","Damaged","Dusk","Police Checkpost",65,42,"Female","Valid","Yes","Curve",2940,"Odisha"
"Unknown",2020,"March","Wednesday",1899-12-30 05:26:00.000,"Fatal",2,"Auto-Rickshaw",0,2,"Stormy","Urban Road","Damaged","Dusk","Signals",61,23,"Female","Valid","No","Straight Road",2942,"Madhya Pradesh"
"Unknown",2023,"April","Sunday",1899-12-30 18:53:00.000,"Fatal",1,"Cycle",9,1,"Hazy","Urban Road","Under Construction","Dusk","Police Checkpost",71,54,"Female","Valid","Yes","Straight Road",2944,"Haryana"
"Unknown",2019,"January","Thursday",1899-12-30 18:07:00.000,"Fatal",1,"Truck",0,3,"Rainy","Village Road","Wet","Dawn","None",97,45,"Female","Valid","No","Curve",2947,"Goa"
"Unknown",2021,"June","Tuesday",1899-12-30 03:23:00.000,"Fatal",5,"Two-Wheeler",8,4,"Stormy","Urban Road","Wet","Dark","Signals",53,51,"Male","Valid","No","Curve",2958,"Jammu and Kashmir"
"Unknown",2022,"May","Wednesday",1899-12-30 02:56:00.000,"Fatal",5,"Two-Wheeler",7,1,"Rainy","State Highway","Under Construction","Daylight","Police Checkpost",114,43,"Male","Valid","No","Intersection",2971,"Bihar"
"Unknown",2019,"August","Tuesday",1899-12-30 07:23:00.000,"Fatal",2,"Two-Wheeler",6,2,"Hazy","State Highway","Under Construction","Dusk","Signals",91,20,"Male","Valid","Yes","Intersection",2975,"Chhattisgarh"
"Unknown",2023,"February","Saturday",1899-12-30 01:53:00.000,"Fatal",1,"Truck",10,3,"Hazy","State Highway","Damaged","Dawn","Signals",52,68,"Male","Valid","Yes","Bridge",2979,"Haryana"
"Unknown",2023,"August","Wednesday",1899-12-30 02:07:00.000,"Fatal",3,"Pedestrian",0,2,"Foggy","Urban Road","Under Construction","Dark","Police Checkpost",118,42,"Male","Valid","Yes","Straight Road",2994,"Bihar"
"Unknown",2022,"April","Saturday",1899-12-30 06:39:00.000,"Fatal",3,"Car",7,5,"Foggy","State Highway","Wet","Daylight","Signs",46,57,"Female","Valid","Yes","Straight Road",20,"Chhattisgarh"
"Unknown",2020,"January","Tuesday",1899-12-30 19:34:00.000,"Fatal",5,"Cycle",0,2,"Rainy","Village Road","Wet","Daylight","Signs",82,48,"Male","Valid","Yes","Curve",48,"Chhattisgarh"
"Unknown",2018,"July","Friday",1899-12-30 09:17:00.000,"Fatal",3,"Auto-Rickshaw",7,3,"Stormy","Urban Road","Damaged","Dawn","Signs",47,37,"Male","Valid","No","Curve",95,"Nagaland"
"Unknown",2019,"March","Saturday",1899-12-30 06:04:00.000,"Fatal",1,"Two-Wheeler",5,1,"Stormy","Urban Road","Under Construction","Daylight","Signs",35,62,"Female","Valid","No","Intersection",159,"Bihar"
"Unknown",2020,"December","Saturday",1899-12-30 03:48:00.000,"Fatal",2,"Pedestrian",0,2,"Stormy","National Highway","Damaged","Daylight","Signs",49,60,"Female","Valid","No","Intersection",179,"Assam"
"Unknown",2022,"September","Wednesday",1899-12-30 16:38:00.000,"Fatal",3,"Two-Wheeler",6,1,"Clear","National Highway","Dry","Daylight","Signs",46,44,"Male","Valid","Yes","Curve",250,"Telangana"
"Unknown",2019,"March","Thursday",1899-12-30 22:42:00.000,"Fatal",3,"Truck",3,5,"Stormy","National Highway","Dry","Dark","Signs",47,20,"Male","Valid","Yes","Bridge",385,"Assam"
"Unknown",2019,"March","Sunday",1899-12-30 07:09:00.000,"Fatal",2,"Bus",8,0,"Rainy","State Highway","Wet","Daylight","Signs",71,31,"Male","Valid","Yes","Curve",401,"Tripura"
"Unknown",2021,"April","Sunday",1899-12-30 20:40:00.000,"Fatal",5,"Bus",4,4,"Foggy","Urban Road","Wet","Dark","Signs",70,46,"Male","Valid","No","Intersection",411,"Meghalaya"
"Unknown",2023,"February","Friday",1899-12-30 20:36:00.000,"Fatal",4,"Pedestrian",2,3,"Rainy","State Highway","Dry","Dawn","Signs",45,49,"Female","Valid","Yes","Intersection",491,"Meghalaya"
"Unknown",2022,"May","Tuesday",1899-12-30 00:34:00.000,"Fatal",5,"Bus",8,0,"Stormy","State Highway","Dry","Dawn","Signs",49,49,"Male","Valid","No","Bridge",529,"Telangana"
"Unknown",2021,"September","Wednesday",1899-12-30 00:41:00.000,"Fatal",2,"Bus",7,3,"Rainy","National Highway","Damaged","Dawn","Signs",49,34,"Male","Valid","Yes","Curve",566,"Jharkhand"
"Unknown",2018,"January","Saturday",1899-12-30 09:12:00.000,"Fatal",5,"Cycle",6,3,"Rainy","National Highway","Dry","Dusk","Signs",43,64,"Male","Valid","No","Straight Road",585,"Telangana"
"Unknown",2018,"July","Thursday",1899-12-30 00:52:00.000,"Fatal",3,"Auto-Rickshaw",8,0,"Clear","Village Road","Dry","Dark","Signs",31,34,"Male","Valid","No","Bridge",610,"Puducherry"
"Unknown",2021,"July","Wednesday",1899-12-30 22:43:00.000,"Fatal",5,"Cycle",3,5,"Rainy","State Highway","Wet","Daylight","Signs",40,50,"Female","Valid","No","Curve",627,"Arunachal Pradesh"
"Unknown",2023,"August","Friday",1899-12-30 02:55:00.000,"Fatal",1,"Cycle",8,5,"Foggy","Urban Road","Under Construction","Dawn","Signs",84,69,"Male","Valid","No","Intersection",704,"Uttarakhand"
"Unknown",2019,"October","Tuesday",1899-12-30 00:06:00.000,"Fatal",1,"Truck",3,0,"Clear","National Highway","Dry","Dusk","Signs",75,56,"Male","Valid","No","Intersection",754,"Mizoram"
"Unknown",2020,"February","Saturday",1899-12-30 08:30:00.000,"Fatal",5,"Auto-Rickshaw",9,3,"Rainy","Urban Road","Dry","Dawn","Signs",114,57,"Female","Valid","No","Straight Road",874,"Goa"
"Unknown",2023,"August","Monday",1899-12-30 11:24:00.000,"Fatal",1,"Cycle",9,1,"Clear","Urban Road","Wet","Dark","Signs",100,28,"Female","Valid","Yes","Curve",879,"Mizoram"
"Unknown",2018,"November","Friday",1899-12-30 21:37:00.000,"Fatal",2,"Two-Wheeler",1,2,"Hazy","State Highway","Wet","Dawn","Signs",41,38,"Male","Valid","No","Intersection",889,"Madhya Pradesh"
"Unknown",2021,"February","Saturday",1899-12-30 00:23:00.000,"Fatal",4,"Cycle",8,4,"Hazy","Urban Road","Under Construction","Dusk","Signs",71,56,"Male","Valid","No","Bridge",900,"Punjab"
"Unknown",2022,"November","Monday",1899-12-30 19:32:00.000,"Fatal",3,"Truck",3,0,"Stormy","Village Road","Under Construction","Dawn","Signs",32,48,"Male","Valid","Yes","Bridge",975,"Punjab"
"Unknown",2021,"March","Tuesday",1899-12-30 23:10:00.000,"Fatal",4,"Two-Wheeler",7,3,"Rainy","State Highway","Wet","Daylight","Signs",105,64,"Male","Valid","No","Intersection",1063,"Uttarakhand"
"Unknown",2023,"October","Friday",1899-12-30 00:17:00.000,"Fatal",3,"Pedestrian",6,5,"Foggy","State Highway","Under Construction","Dawn","Signs",58,67,"Male","Valid","No","Intersection",1140,"Tripura"
"Unknown",2021,"January","Monday",1899-12-30 16:59:00.000,"Fatal",2,"Bus",5,3,"Foggy","National Highway","Under Construction","Dusk","Signs",116,64,"Female","Valid","No","Intersection",1190,"Sikkim"
"Unknown",2022,"October","Thursday",1899-12-30 17:25:00.000,"Fatal",1,"Truck",1,0,"Rainy","Urban Road","Wet","Dawn","Signs",113,33,"Female","Valid","No","Bridge",1211,"Uttarakhand"
"Unknown",2021,"June","Tuesday",1899-12-30 01:07:00.000,"Fatal",3,"Truck",7,0,"Rainy","Village Road","Under Construction","Dawn","Signs",56,30,"Female","Valid","No","Intersection",1219,"Puducherry"
"Unknown",2021,"February","Monday",1899-12-30 00:37:00.000,"Fatal",4,"Truck",9,0,"Stormy","National Highway","Dry","Daylight","Signs",87,64,"Female","Valid","No","Curve",1253,"Tripura"
"Unknown",2020,"May","Saturday",1899-12-30 21:52:00.000,"Fatal",1,"Car",1,0,"Clear","State Highway","Damaged","Dark","Signs",95,31,"Male","Valid","Yes","Straight Road",1342,"Puducherry"
"Unknown",2019,"March","Saturday",1899-12-30 05:38:00.000,"Fatal",5,"Bus",9,2,"Hazy","State Highway","Damaged","Daylight","Signs",119,44,"Male","Valid","Yes","Intersection",1349,"Arunachal Pradesh"
"Unknown",2019,"January","Sunday",1899-12-30 18:48:00.000,"Fatal",4,"Cycle",2,5,"Stormy","National Highway","Wet","Dark","Signs",97,49,"Male","Valid","No","Bridge",1369,"Tripura"
"Unknown",2021,"January","Tuesday",1899-12-30 05:52:00.000,"Fatal",1,"Pedestrian",1,0,"Rainy","State Highway","Damaged","Dark","Signs",41,61,"Male","Valid","No","Curve",1375,"Odisha"
"Unknown",2018,"March","Thursday",1899-12-30 06:42:00.000,"Fatal",2,"Bus",4,4,"Clear","State Highway","Wet","Daylight","Signs",79,25,"Female","Valid","No","Bridge",1456,"Uttarakhand"
"Unknown",2021,"October","Saturday",1899-12-30 03:37:00.000,"Fatal",4,"Cycle",9,0,"Clear","Village Road","Under Construction","Dawn","Signs",65,51,"Female","Valid","No","Bridge",1508,"Manipur"
"Unknown",2018,"July","Wednesday",1899-12-30 00:13:00.000,"Fatal",1,"Car",9,3,"Rainy","State Highway","Under Construction","Dawn","Signs",40,31,"Male","Valid","No","Straight Road",1510,"Haryana"
"Unknown",2021,"February","Wednesday",1899-12-30 04:22:00.000,"Fatal",5,"Truck",7,2,"Hazy","Village Road","Wet","Dark","Signs",70,63,"Female","Valid","No","Straight Road",1600,"Meghalaya"
"Unknown",2019,"June","Saturday",1899-12-30 10:41:00.000,"Fatal",4,"Pedestrian",5,5,"Hazy","Village Road","Dry","Dusk","Signs",72,47,"Female","Valid","No","Curve",1636,"Jharkhand"
"Unknown",2020,"September","Friday",1899-12-30 12:50:00.000,"Fatal",1,"Two-Wheeler",4,0,"Clear","National Highway","Dry","Dawn","Signs",44,43,"Female","Valid","Yes","Straight Road",1638,"Nagaland"
"Unknown",2023,"November","Monday",1899-12-30 14:02:00.000,"Fatal",3,"Cycle",3,2,"Stormy","National Highway","Dry","Dark","Signs",104,45,"Male","Valid","No","Straight Road",1676,"Bihar"
"Unknown",2020,"February","Friday",1899-12-30 11:09:00.000,"Fatal",2,"Bus",3,2,"Stormy","Village Road","Wet","Dusk","Signs",105,65,"Male","Valid","No","Curve",1764,"Tripura"
"Unknown",2020,"April","Wednesday",1899-12-30 09:34:00.000,"Fatal",2,"Car",10,3,"Clear","State Highway","Dry","Dawn","Signs",95,63,"Male","Valid","Yes","Curve",1773,"Jharkhand"
"Unknown",2018,"October","Monday",1899-12-30 16:24:00.000,"Fatal",2,"Auto-Rickshaw",0,0,"Rainy","State Highway","Under Construction","Dusk","Signs",82,62,"Male","Valid","Yes","Intersection",1804,"Odisha"
"Unknown",2021,"August","Monday",1899-12-30 13:32:00.000,"Fatal",3,"Truck",7,1,"Hazy","Village Road","Wet","Dusk","Signs",104,24,"Female","Valid","No","Intersection",1822,"Uttarakhand"
"Unknown",2019,"May","Sunday",1899-12-30 17:41:00.000,"Fatal",3,"Pedestrian",6,0,"Hazy","Urban Road","Under Construction","Dusk","Signs",53,21,"Female","Valid","Yes","Bridge",1829,"Madhya Pradesh"
"Unknown",2018,"June","Tuesday",1899-12-30 10:28:00.000,"Fatal",3,"Cycle",2,4,"Clear","Village Road","Under Construction","Dusk","Signs",54,34,"Male","Valid","Yes","Straight Road",1846,"Odisha"
"Unknown",2021,"July","Saturday",1899-12-30 17:21:00.000,"Fatal",2,"Pedestrian",2,2,"Hazy","National Highway","Wet","Dusk","Signs",51,29,"Female","Valid","No","Straight Road",1852,"Jammu and Kashmir"
"Unknown",2021,"February","Wednesday",1899-12-30 21:34:00.000,"Fatal",4,"Pedestrian",4,0,"Clear","State Highway","Damaged","Dawn","Signs",46,70,"Male","Valid","Yes","Intersection",1962,"Chandigarh"
"Unknown",2020,"December","Thursday",1899-12-30 23:40:00.000,"Fatal",5,"Cycle",9,0,"Stormy","Urban Road","Dry","Dawn","Signs",103,56,"Female","Valid","No","Curve",1969,"Meghalaya"
"Unknown",2022,"January","Tuesday",1899-12-30 10:05:00.000,"Fatal",5,"Auto-Rickshaw",8,0,"Hazy","State Highway","Dry","Dusk","Signs",78,58,"Female","Valid","Yes","Intersection",2028,"Manipur"
"Unknown",2018,"October","Saturday",1899-12-30 02:38:00.000,"Fatal",5,"Bus",1,3,"Rainy","State Highway","Under Construction","Dusk","Signs",56,38,"Female","Valid","Yes","Bridge",2067,"Assam"
"Unknown",2021,"September","Tuesday",1899-12-30 18:17:00.000,"Fatal",2,"Cycle",2,2,"Stormy","National Highway","Dry","Dusk","Signs",60,25,"Female","Valid","Yes","Bridge",2098,"Odisha"
"Unknown",2023,"September","Sunday",1899-12-30 11:27:00.000,"Fatal",4,"Cycle",0,1,"Rainy","Urban Road","Wet","Dawn","Signs",77,62,"Female","Valid","No","Bridge",2105,"Chhattisgarh"
"Unknown",2019,"July","Wednesday",1899-12-30 07:58:00.000,"Fatal",3,"Auto-Rickshaw",10,0,"Clear","Village Road","Dry","Daylight","Signs",37,44,"Male","Valid","No","Curve",2159,"Telangana"
"Unknown",2022,"May","Thursday",1899-12-30 03:05:00.000,"Fatal",5,"Pedestrian",10,0,"Stormy","National Highway","Dry","Dusk","Signs",60,27,"Male","Valid","Yes","Intersection",2173,"Assam"
"Unknown",2023,"June","Monday",1899-12-30 07:41:00.000,"Fatal",1,"Cycle",4,2,"Hazy","Village Road","Wet","Dark","Signs",50,37,"Male","Valid","No","Straight Road",2192,"Goa"
"Unknown",2018,"July","Sunday",1899-12-30 02:55:00.000,"Fatal",2,"Bus",8,1,"Rainy","National Highway","Damaged","Dark","Signs",89,61,"Female","Valid","No","Intersection",2216,"Kerala"
"Unknown",2020,"July","Friday",1899-12-30 23:34:00.000,"Fatal",1,"Two-Wheeler",10,0,"Stormy","National Highway","Wet","Dawn","Signs",34,45,"Female","Valid","Yes","Intersection",2251,"Sikkim"
"Unknown",2019,"January","Wednesday",1899-12-30 23:24:00.000,"Fatal",2,"Two-Wheeler",0,4,"Foggy","National Highway","Under Construction","Daylight","Signs",115,25,"Female","Valid","Yes","Curve",2277,"Sikkim"
"Unknown",2021,"December","Monday",1899-12-30 16:19:00.000,"Fatal",4,"Cycle",10,0,"Foggy","Village Road","Under Construction","Dusk","Signs",63,31,"Female","Valid","Yes","Intersection",2295,"Mizoram"
"Unknown",2021,"April","Monday",1899-12-30 11:47:00.000,"Fatal",2,"Two-Wheeler",3,1,"Clear","State Highway","Dry","Daylight","Signs",30,66,"Female","Valid","Yes","Straight Road",2366,"Nagaland"
"Unknown",2018,"July","Friday",1899-12-30 11:10:00.000,"Fatal",5,"Auto-Rickshaw",4,5,"Foggy","Village Road","Dry","Daylight","Signs",86,27,"Female","Valid","No","Bridge",2437,"Sikkim"
"Unknown",2023,"March","Monday",1899-12-30 02:41:00.000,"Fatal",1,"Pedestrian",5,1,"Foggy","State Highway","Dry","Dark","Signs",74,40,"Female","Valid","Yes","Straight Road",2442,"Nagaland"
"Unknown",2023,"October","Monday",1899-12-30 10:13:00.000,"Fatal",1,"Cycle",5,1,"Hazy","State Highway","Wet","Dusk","Signs",57,53,"Female","Valid","No","Straight Road",2459,"Assam"
"Unknown",2018,"November","Wednesday",1899-12-30 21:33:00.000,"Fatal",2,"Bus",4,0,"Clear","Village Road","Under Construction","Dark","Signs",93,32,"Male","Valid","Yes","Curve",2494,"Sikkim"
"Unknown",2019,"May","Sunday",1899-12-30 22:18:00.000,"Fatal",1,"Pedestrian",10,2,"Foggy","National Highway","Under Construction","Dark","Signs",60,56,"Male","Valid","Yes","Bridge",2502,"Kerala"
"Unknown",2019,"February","Saturday",1899-12-30 10:26:00.000,"Fatal",1,"Auto-Rickshaw",4,0,"Rainy","Village Road","Under Construction","Dark","Signs",37,39,"Male","Valid","Yes","Straight Road",2568,"Manipur"
"Unknown",2020,"December","Sunday",1899-12-30 08:21:00.000,"Fatal",5,"Pedestrian",8,1,"Hazy","National Highway","Under Construction","Dusk","Signs",51,55,"Male","Valid","No","Intersection",2582,"Assam"
"Unknown",2021,"April","Thursday",1899-12-30 04:55:00.000,"Fatal",1,"Two-Wheeler",5,0,"Clear","Urban Road","Dry","Daylight","Signs",85,49,"Male","Valid","Yes","Bridge",2607,"Jammu and Kashmir"
"Unknown",2023,"April","Saturday",1899-12-30 02:07:00.000,"Fatal",2,"Pedestrian",7,3,"Clear","State Highway","Dry","Dusk","Signs",44,20,"Male","Valid","No","Bridge",2618,"Uttarakhand"
"Unknown",2019,"September","Saturday",1899-12-30 19:35:00.000,"Fatal",3,"Pedestrian",8,2,"Foggy","Urban Road","Wet","Dusk","Signs",49,64,"Male","Valid","Yes","Curve",2655,"Mizoram"
"Unknown",2022,"December","Monday",1899-12-30 10:48:00.000,"Fatal",2,"Truck",0,5,"Foggy","Village Road","Dry","Dusk","Signs",66,68,"Female","Valid","No","Intersection",2676,"Chhattisgarh"
"Unknown",2023,"October","Thursday",1899-12-30 14:09:00.000,"Fatal",1,"Truck",2,1,"Hazy","State Highway","Damaged","Dark","Signs",69,28,"Male","Valid","No","Intersection",2677,"Arunachal Pradesh"
"Unknown",2022,"November","Thursday",1899-12-30 12:15:00.000,"Fatal",1,"Bus",7,0,"Clear","Urban Road","Dry","Dark","Signs",87,30,"Male","Valid","Yes","Straight Road",2684,"Uttarakhand"
"Unknown",2020,"March","Saturday",1899-12-30 20:41:00.000,"Fatal",2,"Car",5,1,"Clear","Urban Road","Wet","Dawn","Signs",117,34,"Female","Valid","Yes","Intersection",2701,"Nagaland"
"Unknown",2021,"April","Monday",1899-12-30 14:44:00.000,"Fatal",5,"Car",4,0,"Stormy","Village Road","Wet","Dark","Signs",35,29,"Male","Valid","No","Curve",2745,"Goa"
"Unknown",2022,"March","Thursday",1899-12-30 03:40:00.000,"Fatal",3,"Auto-Rickshaw",4,3,"Hazy","State Highway","Dry","Dark","Signs",119,43,"Male","Valid","Yes","Intersection",2756,"Odisha"
"Unknown",2022,"July","Sunday",1899-12-30 21:03:00.000,"Fatal",2,"Auto-Rickshaw",10,1,"Rainy","State Highway","Wet","Dark","Signs",35,46,"Male","Valid","No","Curve",2778,"Uttarakhand"
"Unknown",2021,"October","Monday",1899-12-30 18:55:00.000,"Fatal",2,"Two-Wheeler",9,5,"Foggy","Urban Road","Under Construction","Dusk","Police Checkpost",111,48,"Female","None","No","Straight Road",7,"Sikkim"
"Unknown",2023,"February","Friday",1899-12-30 22:31:00.000,"Fatal",2,"Two-Wheeler",9,2,"Rainy","State Highway","Under Construction","Daylight","Police Checkpost",117,59,"Male","None","Yes","Bridge",58,"Arunachal Pradesh"
"Unknown",2021,"August","Sunday",1899-12-30 08:33:00.000,"Fatal",1,"Two-Wheeler",6,4,"Hazy","State Highway","Dry","Dark","Signals",60,56,"Female","None","No","Intersection",61,"Haryana"
"Unknown",2022,"April","Thursday",1899-12-30 00:43:00.000,"Fatal",4,"Cycle",10,3,"Clear","State Highway","Dry","Dark","Police Checkpost",38,57,"Female","None","Yes","Straight Road",78,"Jharkhand"
"Unknown",2023,"February","Saturday",1899-12-30 09:18:00.000,"Fatal",1,"Cycle",3,1,"Clear","National Highway","Dry","Dusk","Signals",41,62,"Male","None","No","Bridge",80,"Jammu and Kashmir"
"Unknown",2020,"December","Sunday",1899-12-30 10:51:00.000,"Fatal",4,"Auto-Rickshaw",4,4,"Clear","State Highway","Dry","Daylight","Signs",100,62,"Male","None","No","Intersection",102,"Tripura"
"Unknown",2022,"October","Thursday",1899-12-30 04:47:00.000,"Fatal",5,"Bus",10,2,"Clear","Urban Road","Damaged","Dawn","Police Checkpost",95,18,"Female","None","Yes","Curve",133,"Meghalaya"
"Unknown",2020,"April","Monday",1899-12-30 21:52:00.000,"Fatal",1,"Car",3,3,"Clear","State Highway","Under Construction","Daylight","Police Checkpost",69,40,"Male","None","No","Intersection",156,"Manipur"
"Unknown",2023,"July","Sunday",1899-12-30 12:12:00.000,"Fatal",5,"Cycle",2,0,"Hazy","State Highway","Wet","Dusk","Signs",40,35,"Female","None","No","Bridge",165,"Puducherry"
"Unknown",2020,"July","Saturday",1899-12-30 13:27:00.000,"Fatal",4,"Cycle",9,3,"Rainy","National Highway","Dry","Daylight","None",78,62,"Male","None","Yes","Curve",178,"Kerala"
"Unknown",2023,"April","Tuesday",1899-12-30 17:10:00.000,"Fatal",1,"Auto-Rickshaw",2,5,"Hazy","Urban Road","Dry","Daylight","Signs",117,50,"Male","None","No","Straight Road",185,"Chhattisgarh"
"Unknown",2021,"May","Tuesday",1899-12-30 00:41:00.000,"Fatal",5,"Cycle",1,2,"Rainy","Urban Road","Damaged","Daylight","Police Checkpost",105,58,"Female","None","Yes","Straight Road",212,"Uttarakhand"
"Unknown",2021,"November","Saturday",1899-12-30 22:53:00.000,"Fatal",4,"Auto-Rickshaw",2,4,"Hazy","National Highway","Damaged","Daylight","None",99,50,"Female","None","Yes","Straight Road",222,"Meghalaya"
"Unknown",2019,"June","Monday",1899-12-30 04:45:00.000,"Fatal",5,"Pedestrian",5,1,"Foggy","State Highway","Under Construction","Dark","Signals",106,49,"Female","None","No","Straight Road",239,"Goa"
"Unknown",2019,"July","Sunday",1899-12-30 17:12:00.000,"Fatal",3,"Bus",0,2,"Clear","Urban Road","Dry","Daylight","None",32,70,"Male","None","Yes","Straight Road",275,"Madhya Pradesh"
"Unknown",2023,"August","Sunday",1899-12-30 14:59:00.000,"Fatal",2,"Truck",9,4,"Stormy","National Highway","Under Construction","Dark","None",88,59,"Female","None","No","Intersection",298,"Jammu and Kashmir"
"Unknown",2023,"March","Sunday",1899-12-30 15:02:00.000,"Fatal",1,"Cycle",2,4,"Foggy","State Highway","Wet","Dusk","Signals",89,58,"Male","None","No","Curve",304,"Himachal Pradesh"
